"collectionunitid","agemodel","ageboundolder","ageboundyounger","dateprepared","chronologies.notes","TEMP_chronid"
6213,"bounds",6934,1,"2025-01-26",NA,"TEMP1305"
6213,"event",6094,1,"2025-01-26",NA,"TEMP1306"
6218,"bounds",844,564,"2025-01-21",NA,"TEMP1307"
6218,"event",744,654,"2025-01-21",NA,"TEMP1308"
6220,"bounds",814,644,"2025-01-21",NA,"TEMP1309"
6220,"event",754,694,"2025-01-21",NA,"TEMP1310"
6221,"bounds",1234,514,"2025-01-21",NA,"TEMP1311"
6221,"event",984,764,"2025-01-21",NA,"TEMP1312"
6222,"bounds",3884,2454,"2025-01-21",NA,"TEMP1313"
6222,"event",3394,2944,"2025-01-21",NA,"TEMP1314"
6223,"bounds",1400,1,"2025-01-21",NA,"TEMP1315"
6223,"event",1400,1,"2025-01-21",NA,"TEMP1316"
6226,"bounds",4244,764,"2025-01-21",NA,"TEMP1317"
6226,"event",3154,1844,"2025-01-21",NA,"TEMP1318"
6234,"bounds",6324,5774,"2025-01-21",NA,"TEMP1319"
6234,"event",6174,5944,"2025-01-21",NA,"TEMP1320"
6236,"bounds",2504,284,"2025-01-21",NA,"TEMP1321"
6236,"event",1874,344,"2025-01-21",NA,"TEMP1322"
6245,"bounds",22234,1,"2025-01-26",NA,"TEMP1323"
6245,"event",18424,1,"2025-01-26",NA,"TEMP1324"
6246,"bounds",1834,1244,"2025-01-21",NA,"TEMP1325"
6246,"event",1634,1444,"2025-01-21",NA,"TEMP1326"
6250,"bounds",4834,2394,"2025-01-21",NA,"TEMP1327"
6250,"event",4004,3224,"2025-01-21",NA,"TEMP1328"
6266,"bounds",2764,604,"2025-01-21",NA,"TEMP1329"
6266,"event",2084,1294,"2025-01-21",NA,"TEMP1330"
6271,"bounds",3574,2554,"2025-01-21",NA,"TEMP1331"
6271,"event",3224,2894,"2025-01-21",NA,"TEMP1332"
6275,"bounds",5654,704,"2025-01-21",NA,"TEMP1333"
6275,"event",4084,2274,"2025-01-21",NA,"TEMP1334"
6277,"bounds",2944,484,"2025-01-21",NA,"TEMP1335"
6277,"event",2154,1224,"2025-01-21",NA,"TEMP1336"
6289,"bounds",20000,10204,"2025-01-21",NA,"TEMP1337"
6289,"event",20000,10854,"2025-01-21",NA,"TEMP1338"
6298,"bounds",20000,9764,"2025-01-21",NA,"TEMP1339"
6298,"event",20000,10324,"2025-01-21",NA,"TEMP1340"
6302,"bounds",37424,244,"2025-01-21",NA,"TEMP1341"
6302,"event",25654,11984,"2025-01-21",NA,"TEMP1342"
6320,"bounds",13284,9584,"2025-01-21",NA,"TEMP1343"
6320,"event",12054,10824,"2025-01-21",NA,"TEMP1344"
6322,"bounds",32100,26500,"2025-01-21",NA,"TEMP1345"
6322,"event",30500,28500,"2025-01-21",NA,"TEMP1346"
6337,"bounds",30844,11564,"2025-01-21",NA,"TEMP1347"
6337,"event",24934,17454,"2025-01-21",NA,"TEMP1348"
6339,"bounds",19904,16814,"2025-01-21",NA,"TEMP1349"
6339,"event",18834,17874,"2025-01-21",NA,"TEMP1350"
6345,"bounds",14774,4684,"2025-01-21",NA,"TEMP1351"
6345,"event",11674,7734,"2025-01-21",NA,"TEMP1352"
6352,"bounds",27552,23272,"2025-01-21",NA,"TEMP1353"
6352,"event",26087,24727,"2025-01-21",NA,"TEMP1354"
6357,"bounds",7334,0,"2025-01-26",NA,"TEMP1355"
6357,"event",6334,0,"2025-01-26",NA,"TEMP1356"
6363,"bounds",2534,464,"2025-01-26",NA,"TEMP1357"
6363,"event",2134,704,"2025-01-26",NA,"TEMP1358"
6365,"bounds",2944,2114,"2025-01-21",NA,"TEMP1359"
6365,"event",2674,2394,"2025-01-21",NA,"TEMP1360"
6366,"bounds",5994,2544,"2025-01-21",NA,"TEMP1361"
6366,"event",4924,3604,"2025-01-21",NA,"TEMP1362"
6370,"bounds",10434,8094,"2025-01-21",NA,"TEMP1363"
6370,"event",9634,8884,"2025-01-21",NA,"TEMP1364"
6371,"bounds",15724,8974,"2025-01-21",NA,"TEMP1365"
6371,"event",13374,11274,"2025-01-21",NA,"TEMP1366"
6375,"bounds",1524,1344,"2025-01-21",NA,"TEMP1367"
6375,"event",1484,1384,"2025-01-21",NA,"TEMP1368"
6380,"bounds",3154,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1369"
6380,"event",2144,834,"2025-01-21",NA,"TEMP1370"
6381,"bounds",1834,524,"2025-01-21",NA,"TEMP1371"
6381,"event",1424,944,"2025-01-21",NA,"TEMP1372"
6382,"bounds",4924,2304,"2025-01-21",NA,"TEMP1373"
6382,"event",4114,3154,"2025-01-21",NA,"TEMP1374"
6389,"bounds",6854,684,"2025-01-21",NA,"TEMP1375"
6389,"event",4964,2574,"2025-01-21",NA,"TEMP1376"
6393,"bounds",674,394,"2025-01-21",NA,"TEMP1377"
6393,"event",574,484,"2025-01-21",NA,"TEMP1378"
6394,"bounds",854,434,"2025-01-21",NA,"TEMP1379"
6394,"event",714,564,"2025-01-21",NA,"TEMP1380"
6396,"bounds",4064,3914,"2025-01-21",NA,"TEMP1381"
6396,"event",4024,3944,"2025-01-21",NA,"TEMP1382"
6397,"bounds",5734,444,"2025-01-26",NA,"TEMP1383"
6397,"event",5444,624,"2025-01-26",NA,"TEMP1384"
6399,"bounds",1784,1084,"2025-01-21",NA,"TEMP1385"
6399,"event",1534,1324,"2025-01-21",NA,"TEMP1386"
6400,"bounds",3664,3304,"2025-01-21",NA,"TEMP1387"
6400,"event",3544,3424,"2025-01-21",NA,"TEMP1388"
6406,"bounds",2594,424,"2025-01-21",NA,"TEMP1389"
6406,"event",1854,1064,"2025-01-21",NA,"TEMP1390"
6407,"bounds",9914,4534,"2025-01-26",NA,"TEMP1391"
6407,"event",9494,5414,"2025-01-26",NA,"TEMP1392"
6408,"bounds",11974,6484,"2025-01-26",NA,"TEMP1393"
6408,"event",10374,7554,"2025-01-26",NA,"TEMP1394"
6409,"bounds",11084,10404,"2025-01-21",NA,"TEMP1395"
6409,"event",10884,10594,"2025-01-21",NA,"TEMP1396"
6417,"bounds",38024,20894,"2025-01-21",NA,"TEMP1397"
6417,"event",32724,26164,"2025-01-21",NA,"TEMP1398"
6422,"bounds",1144,-36,"2025-01-21",NA,"TEMP1399"
6422,"event",724,374,"2025-01-21",NA,"TEMP1400"
6426,"bounds",8984,702,"2025-01-26",NA,"TEMP1401"
6426,"event",7607,927,"2025-01-26",NA,"TEMP1402"
6429,"bounds",1054,-16,"2025-01-21",NA,"TEMP1403"
6429,"event",684,354,"2025-01-21",NA,"TEMP1404"
6451,"bounds",1234,524,"2025-01-21",NA,"TEMP1405"
6451,"event",994,774,"2025-01-21",NA,"TEMP1406"
6457,"bounds",1204,204,"2025-01-21",NA,"TEMP1407"
6457,"event",864,544,"2025-01-21",NA,"TEMP1408"
6458,"bounds",1004,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1409"
6458,"event",634,274,"2025-01-21",NA,"TEMP1410"
6463,"bounds",4794,604,"2025-01-21",NA,"TEMP1411"
6463,"event",3484,1874,"2025-01-21",NA,"TEMP1412"
6483,"bounds",15514,13744,"2025-01-21",NA,"TEMP1413"
6483,"event",14934,14304,"2025-01-21",NA,"TEMP1414"
6491,"bounds",54000,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1415"
6491,"event",36400,15400,"2025-01-21",NA,"TEMP1416"
6494,"bounds",1944,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1417"
6494,"event",1164,444,"2025-01-21",NA,"TEMP1418"
6509,"bounds",2824,1854,"2025-01-21",NA,"TEMP1419"
6509,"event",2494,2174,"2025-01-21",NA,"TEMP1420"
6519,"bounds",27704,15164,"2025-01-26",NA,"TEMP1421"
6519,"event",26974,16234,"2025-01-26",NA,"TEMP1422"
6529,"bounds",4194,24,"2025-01-21",NA,"TEMP1423"
6529,"event",2914,1284,"2025-01-21",NA,"TEMP1424"
6531,"bounds",904,354,"2025-01-21",NA,"TEMP1425"
6531,"event",724,524,"2025-01-21",NA,"TEMP1426"
6532,"bounds",1614,264,"2025-01-21",NA,"TEMP1427"
6532,"event",1164,724,"2025-01-21",NA,"TEMP1428"
6534,"bounds",2224,784,"2025-01-21",NA,"TEMP1429"
6534,"event",1724,1284,"2025-01-21",NA,"TEMP1430"
6539,"bounds",6174,2654,"2025-01-21",NA,"TEMP1431"
6539,"event",4994,3834,"2025-01-21",NA,"TEMP1432"
6540,"bounds",1514,894,"2025-01-21",NA,"TEMP1433"
6540,"event",1344,1074,"2025-01-21",NA,"TEMP1434"
6541,"bounds",2324,1504,"2025-01-21",NA,"TEMP1435"
6541,"event",2084,1734,"2025-01-21",NA,"TEMP1436"
6544,"bounds",1314,1094,"2025-01-21",NA,"TEMP1437"
6544,"event",1244,1164,"2025-01-21",NA,"TEMP1438"
6546,"bounds",3354,294,"2025-01-21",NA,"TEMP1439"
6546,"event",2414,1234,"2025-01-21",NA,"TEMP1440"
6547,"bounds",1444,794,"2025-01-21",NA,"TEMP1441"
6547,"event",1254,1004,"2025-01-21",NA,"TEMP1442"
6564,"bounds",1764,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1443"
6564,"event",1194,484,"2025-01-21",NA,"TEMP1444"
6577,"bounds",2104,584,"2025-01-21",NA,"TEMP1445"
6577,"event",1634,1054,"2025-01-21",NA,"TEMP1446"
6584,"bounds",924,614,"2025-01-21",NA,"TEMP1447"
6584,"event",834,694,"2025-01-21",NA,"TEMP1448"
6611,"bounds",1114,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1449"
6611,"event",664,244,"2025-01-21",NA,"TEMP1450"
6612,"bounds",734,344,"2025-01-21",NA,"TEMP1451"
6612,"event",614,474,"2025-01-21",NA,"TEMP1452"
6613,"bounds",1254,474,"2025-01-21",NA,"TEMP1453"
6613,"event",1004,714,"2025-01-21",NA,"TEMP1454"
6614,"bounds",1232,784,"2025-01-21",NA,"TEMP1455"
6614,"event",1082,932,"2025-01-21",NA,"TEMP1456"
6615,"bounds",844,514,"2025-01-21",NA,"TEMP1457"
6615,"event",744,624,"2025-01-21",NA,"TEMP1458"
6631,"bounds",13164,12164,"2025-01-21",NA,"TEMP1459"
6631,"event",12824,12514,"2025-01-21",NA,"TEMP1460"
6632,"bounds",13214,11104,"2025-01-21",NA,"TEMP1461"
6632,"event",12514,11794,"2025-01-21",NA,"TEMP1462"
6633,"bounds",13254,12524,"2025-01-21",NA,"TEMP1463"
6633,"event",13014,12764,"2025-01-21",NA,"TEMP1464"
6645,"bounds",25534,23964,"2025-01-21",NA,"TEMP1465"
6645,"event",25004,24494,"2025-01-21",NA,"TEMP1466"
6647,"bounds",17974,14454,"2025-01-21",NA,"TEMP1467"
6647,"event",16784,15644,"2025-01-21",NA,"TEMP1468"
6655,"bounds",764,344,"2025-01-21",NA,"TEMP1469"
6655,"event",634,484,"2025-01-21",NA,"TEMP1470"
6669,"bounds",1244,604,"2025-01-26",NA,"TEMP1471"
6669,"event",1064,684,"2025-01-26",NA,"TEMP1472"
6679,"bounds",11700,124,"2025-01-26",NA,"TEMP1473"
6679,"event",11700,504,"2025-01-26",NA,"TEMP1474"
6681,"bounds",644,554,"2025-01-21",NA,"TEMP1475"
6681,"event",624,584,"2025-01-21",NA,"TEMP1476"
6682,"bounds",554,314,"2025-01-21",NA,"TEMP1477"
6682,"event",474,374,"2025-01-21",NA,"TEMP1478"
6684,"bounds",1594,334,"2025-01-21",NA,"TEMP1479"
6684,"event",1174,744,"2025-01-21",NA,"TEMP1480"
6689,"bounds",974,-26,"2025-01-21",NA,"TEMP1481"
6689,"event",674,304,"2025-01-21",NA,"TEMP1482"
6697,"bounds",30000,13400,"2025-01-21",NA,"TEMP1483"
6697,"event",24300,18900,"2025-01-21",NA,"TEMP1484"
6700,"bounds",9424,7394,"2025-01-21",NA,"TEMP1485"
6700,"event",8724,8094,"2025-01-21",NA,"TEMP1486"
6705,"bounds",3684,2334,"2025-01-21",NA,"TEMP1487"
6705,"event",3224,2794,"2025-01-21",NA,"TEMP1488"
6707,"bounds",1324,314,"2025-01-21",NA,"TEMP1489"
6707,"event",974,664,"2025-01-21",NA,"TEMP1490"
6709,"bounds",754,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1491"
6709,"event",484,204,"2025-01-21",NA,"TEMP1492"
6711,"bounds",1924,1464,"2025-01-21",NA,"TEMP1493"
6711,"event",1794,1594,"2025-01-21",NA,"TEMP1494"
6727,"bounds",954,634,"2025-01-21",NA,"TEMP1495"
6727,"event",864,724,"2025-01-21",NA,"TEMP1496"
6776,"bounds",14864,10604,"2025-01-21",NA,"TEMP1497"
6776,"event",13534,11904,"2025-01-21",NA,"TEMP1498"
6800,"bounds",704,244,"2025-01-21",NA,"TEMP1499"
6800,"event",554,394,"2025-01-21",NA,"TEMP1500"
6803,"bounds",1934,784,"2025-01-21",NA,"TEMP1501"
6803,"event",1564,1164,"2025-01-21",NA,"TEMP1502"
6805,"bounds",1044,474,"2025-01-21",NA,"TEMP1503"
6805,"event",854,674,"2025-01-21",NA,"TEMP1504"
6811,"bounds",1234,554,"2025-01-21",NA,"TEMP1505"
6811,"event",1014,764,"2025-01-21",NA,"TEMP1506"
6812,"bounds",1124,784,"2025-01-21",NA,"TEMP1507"
6812,"event",1004,904,"2025-01-21",NA,"TEMP1508"
6813,"bounds",1254,804,"2025-01-21",NA,"TEMP1509"
6813,"event",1104,944,"2025-01-21",NA,"TEMP1510"
6815,"bounds",1874,924,"2025-01-26",NA,"TEMP1511"
6815,"event",1774,964,"2025-01-26",NA,"TEMP1512"
6816,"bounds",9904,1250,"2025-01-26",NA,"TEMP1513"
6816,"event",9514,1250,"2025-01-26",NA,"TEMP1514"
6819,"bounds",544,504,"2025-01-21",NA,"TEMP1515"
6819,"event",524,514,"2025-01-21",NA,"TEMP1516"
6822,"bounds",1264,314,"2025-01-21",NA,"TEMP1517"
6822,"event",914,594,"2025-01-21",NA,"TEMP1518"
6824,"bounds",6214,1894,"2025-01-21",NA,"TEMP1519"
6824,"event",4914,3224,"2025-01-21",NA,"TEMP1520"
6825,"bounds",2324,144,"2025-01-21",NA,"TEMP1521"
6825,"event",1624,844,"2025-01-21",NA,"TEMP1522"
6829,"bounds",10304,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1523"
6829,"event",6984,3014,"2025-01-21",NA,"TEMP1524"
6830,"bounds",6464,1684,"2025-01-21",NA,"TEMP1525"
6830,"event",5014,3144,"2025-01-21",NA,"TEMP1526"
6840,"bounds",18084,10944,"2025-01-21",NA,"TEMP1527"
6840,"event",15864,13144,"2025-01-21",NA,"TEMP1528"
6841,"bounds",5364,574,"2025-01-21",NA,"TEMP1529"
6841,"event",3714,2194,"2025-01-21",NA,"TEMP1530"
6844,"bounds",27014,20794,"2025-01-21",NA,"TEMP1531"
6844,"event",24914,22884,"2025-01-21",NA,"TEMP1532"
6845,"bounds",17334,-36,"2025-01-21",NA,"TEMP1533"
6845,"event",12144,5224,"2025-01-21",NA,"TEMP1534"
6848,"bounds",704,-66,"2025-01-21",NA,"TEMP1535"
6848,"event",454,184,"2025-01-21",NA,"TEMP1536"
6851,"bounds",604,334,"2025-01-21",NA,"TEMP1537"
6851,"event",524,414,"2025-01-21",NA,"TEMP1538"
6855,"bounds",1384,304,"2025-01-21",NA,"TEMP1539"
6855,"event",1014,674,"2025-01-21",NA,"TEMP1540"
6857,"bounds",1054,454,"2025-01-21",NA,"TEMP1541"
6857,"event",844,654,"2025-01-21",NA,"TEMP1542"
6859,"bounds",1994,1674,"2025-01-21",NA,"TEMP1543"
6859,"event",1904,1764,"2025-01-21",NA,"TEMP1544"
6862,"bounds",1134,524,"2025-01-21",NA,"TEMP1545"
6862,"event",924,734,"2025-01-21",NA,"TEMP1546"
6876,"bounds",6384,3394,"2025-01-21",NA,"TEMP1547"
6876,"event",5384,4404,"2025-01-21",NA,"TEMP1548"
6880,"bounds",4704,0,"2025-01-26",NA,"TEMP1549"
6880,"event",3274,574,"2025-01-26",NA,"TEMP1550"
6883,"bounds",2154,884,"2025-01-21",NA,"TEMP1551"
6883,"event",1714,1324,"2025-01-21",NA,"TEMP1552"
6886,"bounds",4504,1854,"2025-01-21",NA,"TEMP1553"
6886,"event",3694,2684,"2025-01-21",NA,"TEMP1554"
6889,"bounds",16174,10000,"2025-01-26",NA,"TEMP1555"
6889,"event",16167,10000,"2025-01-26",NA,"TEMP1556"
6890,"bounds",3574,2624,"2025-01-21",NA,"TEMP1557"
6890,"event",3304,2894,"2025-01-21",NA,"TEMP1558"
6891,"bounds",5694,4924,"2025-01-21",NA,"TEMP1559"
6891,"event",5394,5144,"2025-01-21",NA,"TEMP1560"
6900,"bounds",14554,9504,"2025-01-21",NA,"TEMP1561"
6900,"event",12924,11214,"2025-01-21",NA,"TEMP1562"
6911,"bounds",3684,1324,"2025-01-21",NA,"TEMP1563"
6911,"event",2884,2124,"2025-01-21",NA,"TEMP1564"
6912,"bounds",2034,454,"2025-01-21",NA,"TEMP1565"
6912,"event",1534,954,"2025-01-21",NA,"TEMP1566"
6914,"bounds",2564,2094,"2025-01-21",NA,"TEMP1567"
6914,"event",2404,2234,"2025-01-21",NA,"TEMP1568"
6917,"bounds",18194,1,"2025-01-21",NA,"TEMP1569"
6917,"event",16754,1,"2025-01-21",NA,"TEMP1570"
6918,"bounds",19217,12242,"2025-01-21",NA,"TEMP1571"
6918,"event",16862,14542,"2025-01-21",NA,"TEMP1572"
6919,"bounds",1264,514,"2025-01-21",NA,"TEMP1573"
6919,"event",1014,744,"2025-01-21",NA,"TEMP1574"
6920,"bounds",1174,274,"2025-01-21",NA,"TEMP1575"
6920,"event",874,584,"2025-01-21",NA,"TEMP1576"
6921,"bounds",1224,664,"2025-01-21",NA,"TEMP1577"
6921,"event",1064,814,"2025-01-21",NA,"TEMP1578"
6922,"bounds",1064,124,"2025-01-21",NA,"TEMP1579"
6922,"event",734,464,"2025-01-21",NA,"TEMP1580"
6923,"bounds",704,444,"2025-01-21",NA,"TEMP1581"
6923,"event",634,524,"2025-01-21",NA,"TEMP1582"
6924,"bounds",1124,-16,"2025-01-21",NA,"TEMP1583"
6924,"event",724,394,"2025-01-21",NA,"TEMP1584"
6925,"bounds",814,614,"2025-01-21",NA,"TEMP1585"
6925,"event",764,674,"2025-01-21",NA,"TEMP1586"
6926,"bounds",1454,104,"2025-01-21",NA,"TEMP1587"
6926,"event",994,564,"2025-01-21",NA,"TEMP1588"
6927,"bounds",964,624,"2025-01-21",NA,"TEMP1589"
6927,"event",874,714,"2025-01-21",NA,"TEMP1590"
6928,"bounds",2954,1004,"2025-01-21",NA,"TEMP1591"
6928,"event",2354,1594,"2025-01-21",NA,"TEMP1592"
6929,"bounds",3324,2564,"2025-01-21",NA,"TEMP1593"
6929,"event",3074,2814,"2025-01-21",NA,"TEMP1594"
6933,"bounds",5634,5284,"2025-01-21",NA,"TEMP1595"
6933,"event",5544,5374,"2025-01-21",NA,"TEMP1596"
6935,"bounds",1164,114,"2025-01-21",NA,"TEMP1597"
6935,"event",794,484,"2025-01-21",NA,"TEMP1598"
6936,"bounds",1114,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1599"
6936,"event",694,304,"2025-01-21",NA,"TEMP1600"
6938,"bounds",14364,5814,"2025-01-21",NA,"TEMP1601"
6938,"event",11694,8444,"2025-01-21",NA,"TEMP1602"
6939,"bounds",1524,1334,"2025-01-21",NA,"TEMP1603"
6939,"event",1474,1394,"2025-01-21",NA,"TEMP1604"
6943,"bounds",4782,62,"2025-01-21",NA,"TEMP1605"
6943,"event",3314,1497,"2025-01-21",NA,"TEMP1606"
6946,"bounds",754,614,"2025-01-21",NA,"TEMP1607"
6946,"event",714,664,"2025-01-21",NA,"TEMP1608"
6948,"bounds",14544,394,"2025-01-21",NA,"TEMP1609"
6948,"event",10174,4734,"2025-01-21",NA,"TEMP1610"
6954,"bounds",11824,10854,"2025-01-21",NA,"TEMP1611"
6954,"event",11544,11174,"2025-01-21",NA,"TEMP1612"
6955,"bounds",1804,1014,"2025-01-21",NA,"TEMP1613"
6955,"event",1544,1264,"2025-01-21",NA,"TEMP1614"
6958,"bounds",4104,3584,"2025-01-21",NA,"TEMP1615"
6958,"event",3954,3744,"2025-01-21",NA,"TEMP1616"
6960,"bounds",8134,6564,"2025-01-21",NA,"TEMP1617"
6960,"event",7574,7034,"2025-01-21",NA,"TEMP1618"
6962,"bounds",754,454,"2025-01-21",NA,"TEMP1619"
6962,"event",654,554,"2025-01-21",NA,"TEMP1620"
6965,"bounds",80000,9800,"2025-01-26",NA,"TEMP1621"
6965,"event",80000,19200,"2025-01-26",NA,"TEMP1622"
6967,"bounds",27234,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP1623"
6967,"event",18734,7544,"2025-01-21",NA,"TEMP1624"
6979,"bounds",1864,494,"2025-01-21",NA,"TEMP1625"
6979,"event",1424,954,"2025-01-21",NA,"TEMP1626"
6981,"bounds",1084,354,"2025-01-21",NA,"TEMP1627"
6981,"event",844,604,"2025-01-21",NA,"TEMP1628"
6982,"bounds",1934,564,"2025-01-21",NA,"TEMP1629"
6982,"event",1494,984,"2025-01-21",NA,"TEMP1630"
6984,"bounds",2074,1314,"2025-01-21",NA,"TEMP1631"
6984,"event",1814,1574,"2025-01-21",NA,"TEMP1632"
6989,"bounds",3304,964,"2025-01-26",NA,"TEMP1633"
6989,"event",3024,1044,"2025-01-26",NA,"TEMP1634"
6990,"bounds",2614,114,"2025-01-21",NA,"TEMP1635"
6990,"event",1774,964,"2025-01-21",NA,"TEMP1636"
6991,"bounds",1364,304,"2025-01-21",NA,"TEMP1637"
6991,"event",994,674,"2025-01-21",NA,"TEMP1638"
6996,"bounds",1544,684,"2025-01-21",NA,"TEMP1639"
6996,"event",1254,974,"2025-01-21",NA,"TEMP1640"
6998,"bounds",1264,344,"2025-01-21",NA,"TEMP1641"
6998,"event",944,664,"2025-01-21",NA,"TEMP1642"
6999,"bounds",804,524,"2025-01-21",NA,"TEMP1643"
6999,"event",694,594,"2025-01-21",NA,"TEMP1644"
7014,"bounds",1424,104,"2025-01-21",NA,"TEMP1645"
7014,"event",974,554,"2025-01-21",NA,"TEMP1646"
7022,"bounds",914,534,"2025-01-21",NA,"TEMP1647"
7022,"event",784,664,"2025-01-21",NA,"TEMP1648"
7024,"bounds",10884,1,"2025-01-26",NA,"TEMP1649"
7024,"event",9984,1,"2025-01-26",NA,"TEMP1650"
7026,"bounds",24594,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP1651"
7026,"event",23774,1374,"2025-01-26",NA,"TEMP1652"
7040,"bounds",1274,594,"2025-01-21",NA,"TEMP1653"
7040,"event",1044,814,"2025-01-21",NA,"TEMP1654"
7043,"bounds",554,424,"2025-01-21",NA,"TEMP1655"
7043,"event",514,464,"2025-01-21",NA,"TEMP1656"
7046,"bounds",6014,4174,"2025-01-21",NA,"TEMP1657"
7046,"event",5394,4794,"2025-01-21",NA,"TEMP1658"
7051,"bounds",3764,454,"2025-01-21",NA,"TEMP1659"
7051,"event",2764,1464,"2025-01-21",NA,"TEMP1660"
7069,"bounds",1324,514,"2025-01-21",NA,"TEMP1661"
7069,"event",1074,764,"2025-01-21",NA,"TEMP1662"
7079,"bounds",2024,1204,"2025-01-21",NA,"TEMP1663"
7079,"event",1774,1454,"2025-01-21",NA,"TEMP1664"
7081,"bounds",1414,574,"2025-01-21",NA,"TEMP1665"
7081,"event",1154,834,"2025-01-21",NA,"TEMP1666"
7090,"bounds",824,124,"2025-01-21",NA,"TEMP1667"
7090,"event",614,374,"2025-01-21",NA,"TEMP1668"
7091,"bounds",704,524,"2025-01-21",NA,"TEMP1669"
7091,"event",654,574,"2025-01-21",NA,"TEMP1670"
7094,"bounds",3904,474,"2025-01-21",NA,"TEMP1671"
7094,"event",2864,1514,"2025-01-21",NA,"TEMP1672"
7097,"bounds",16484,1074,"2025-01-26",NA,"TEMP1673"
7097,"event",12814,1724,"2025-01-26",NA,"TEMP1674"
7115,"bounds",1474,304,"2025-01-21",NA,"TEMP1675"
7115,"event",1084,704,"2025-01-21",NA,"TEMP1676"
7116,"bounds",5764,4394,"2025-01-21",NA,"TEMP1677"
7116,"event",5294,4864,"2025-01-21",NA,"TEMP1678"
7118,"bounds",1204,574,"2025-01-21",NA,"TEMP1679"
7118,"event",984,784,"2025-01-21",NA,"TEMP1680"
7121,"bounds",1314,564,"2025-01-21",NA,"TEMP1681"
7121,"event",1054,814,"2025-01-21",NA,"TEMP1682"
7129,"bounds",984,504,"2025-01-21",NA,"TEMP1683"
7129,"event",824,654,"2025-01-21",NA,"TEMP1684"
7131,"bounds",1134,804,"2025-01-21",NA,"TEMP1685"
7131,"event",1034,914,"2025-01-21",NA,"TEMP1686"
7134,"bounds",13614,10454,"2025-01-21",NA,"TEMP1687"
7134,"event",12564,11494,"2025-01-21",NA,"TEMP1688"
7236,"bounds",33700,500,"2025-01-21",NA,"TEMP1689"
7236,"event",23300,10700,"2025-01-21",NA,"TEMP1690"
7237,"bounds",164500,13308,"2025-01-21",NA,"TEMP1691"
7237,"event",125500,38500,"2025-01-21",NA,"TEMP1692"
7238,"bounds",44737,16632,"2025-01-21",NA,"TEMP1693"
7238,"event",36000,25432,"2025-01-21",NA,"TEMP1694"
7278,"bounds",1674,1424,"2025-01-21",NA,"TEMP1695"
7278,"event",1604,1504,"2025-01-21",NA,"TEMP1696"
7281,"bounds",1694,1554,"2025-01-21",NA,"TEMP1697"
7281,"event",1654,1584,"2025-01-21",NA,"TEMP1698"
7282,"bounds",10000,284,"2025-01-21",NA,"TEMP1699"
7282,"event",10000,614,"2025-01-21",NA,"TEMP1700"
7285,"bounds",6000,1644,"2025-01-21",NA,"TEMP1701"
7285,"event",6000,2444,"2025-01-21",NA,"TEMP1702"
7290,"bounds",9134,-46,"2025-01-26",NA,"TEMP1703"
7290,"event",7217,184,"2025-01-26",NA,"TEMP1704"
7291,"bounds",8084,0,"2025-01-26",NA,"TEMP1705"
7291,"event",7584,0,"2025-01-26",NA,"TEMP1706"
7316,"bounds",13044,994,"2025-01-26",NA,"TEMP1707"
7316,"event",12900,1194,"2025-01-26",NA,"TEMP1708"
7321,"bounds",924,664,"2025-01-21",NA,"TEMP1709"
7321,"event",834,744,"2025-01-21",NA,"TEMP1710"
7322,"bounds",1974,1384,"2025-01-21",NA,"TEMP1711"
7322,"event",1794,1554,"2025-01-21",NA,"TEMP1712"
7326,"bounds",9874,-56,"2025-01-26",NA,"TEMP1713"
7326,"event",9064,244,"2025-01-26",NA,"TEMP1714"
7328,"bounds",1114,724,"2025-01-21",NA,"TEMP1715"
7328,"event",984,854,"2025-01-21",NA,"TEMP1716"
7332,"bounds",11934,550,"2025-01-21",NA,"TEMP1717"
7332,"event",11074,550,"2025-01-21",NA,"TEMP1718"
7333,"bounds",1754,1074,"2025-01-21",NA,"TEMP1719"
7333,"event",1534,1294,"2025-01-21",NA,"TEMP1720"
7336,"bounds",1644,524,"2025-01-26",NA,"TEMP1721"
7336,"event",1374,664,"2025-01-26",NA,"TEMP1722"
7337,"bounds",1654,294,"2025-01-26",NA,"TEMP1723"
7337,"event",1364,564,"2025-01-26",NA,"TEMP1724"
7346,"bounds",3664,3354,"2025-01-21",NA,"TEMP1725"
7346,"event",3584,3434,"2025-01-21",NA,"TEMP1726"
7347,"bounds",4184,3334,"2025-01-21",NA,"TEMP1727"
7347,"event",3944,3574,"2025-01-21",NA,"TEMP1728"
7348,"bounds",3974,3464,"2025-01-21",NA,"TEMP1729"
7348,"event",3834,3614,"2025-01-21",NA,"TEMP1730"
